1,0,0x0,0x0,0x10,0x10,0x11,0x11,0x11,0x11,0x12,0x11,0x11,0x11,0x10,0x20,0x20,0x20,0x20,0x20,0x20,0x10,0x10,0x10,0x10,0x11,0x1,0x1,0x2,0x2,0x2,0x1,0x1,0x10,0x10,0x10,0x10,0x0,0x1,0x1,0x1,0x1,0x1,0x0,0x0,0x0,0x1,0x1,0x1,0x10,0x10,0x11,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0
1,0,0x0,0x0,0x0,0x0,0x11,0x11,0x11,0x11,0x12,0x11,0x11,0x11,0x10,0x20,0x20,0x20,0x20,0x20,0x20,0x10,0x10,0x10,0x10,0x11,0x1,0x1,0x2,0x2,0x2,0x1,0x1,0x10,0x10,0x10,0x10,0x0,0x1,0x1,0x1,0x1,0x1,0x0,0x0,0x0,0x1,0x1,0x1,0x10,0x10,0x11,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0
1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x11,0x12,0x11,0x11,0x11,0x10,0x20,0x20,0x20,0x20,0x20,0x20,0x10,0x10,0x10,0x10,0x11,0x1,0x1,0x2,0x2,0x2,0x1,0x1,0x10,0x10,0x10,0x10,0x0,0x1,0x1,0x1,0x1,0x1,0x0,0x0,0x0,0x1,0x1,0x1,0x10,0x10,0x11,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0
1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x10,0x10,0x11,0x11,0x10,0x20,0x20,0x20,0x20,0x20,0x20,0x10,0x10,0x10,0x10,0x11,0x1,0x1,0x2,0x2,0x2,0x1,0x1,0x10,0x10,0x10,0x10,0x0,0x1,0x1,0x1,0x1,0x1,0x0,0x0,0x0,0x1,0x1,0x1,0x10,0x10,0x11,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0
1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x10,0x10,0x10,0x10,0x10,0x20,0x20,0x20,0x20,0x20,0x20,0x10,0x10,0x10,0x10,0x11,0x1,0x1,0x2,0x2,0x2,0x1,0x1,0x10,0x10,0x10,0x10,0x0,0x1,0x1,0x1,0x1,0x1,0x0,0x0,0x0,0x1,0x1,0x1,0x10,0x10,0x11,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0
1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x10,0x10,0x10,0x10,0x20,0x20,0x10,0x20,0x20,0x20,0x20,0x10,0x10,0x10,0x10,0x11,0x1,0x1,0x2,0x2,0x2,0x1,0x1,0x10,0x10,0x10,0x10,0x0,0x1,0x1,0x1,0x1,0x1,0x0,0x0,0x0,0x1,0x1,0x1,0x10,0x10,0x11,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0
1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x10,0x10,0x10,0x10,0x20,0x20,0x10,0x10,0x10,0x11,0x20,0x10,0x10,0x10,0x10,0x11,0x1,0x1,0x2,0x2,0x2,0x1,0x1,0x10,0x10,0x10,0x10,0x0,0x1,0x1,0x1,0x1,0x1,0x0,0x0,0x0,0x1,0x1,0x1,0x10,0x10,0x11,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0
1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x10,0x10,0x10,0x10,0x20,0x20,0x10,0x10,0x10,0x11,0x11,0x11,0x11,0x10,0x10,0x11,0x1,0x1,0x2,0x2,0x2,0x1,0x1,0x10,0x10,0x10,0x10,0x0,0x1,0x1,0x1,0x1,0x1,0x0,0x0,0x0,0x1,0x1,0x1,0x10,0x10,0x11,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0
1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x10,0x10,0x10,0x10,0x20,0x20,0x10,0x10,0x10,0x11,0x11,0x11,0x11,0x10,0x1,0x11,0x1,0x1,0x2,0x2,0x2,0x1,0x1,0x10,0x10,0x10,0x10,0x0,0x1,0x1,0x1,0x1,0x1,0x0,0x0,0x0,0x1,0x1,0x1,0x10,0x10,0x11,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0
1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x10,0x10,0x10,0x10,0x20,0x20,0x10,0x10,0x10,0x11,0x11,0x11,0x11,0x10,0x1,0x1,0x11,0x11,0x2,0x2,0x2,0x1,0x1,0x10,0x10,0x10,0x10,0x0,0x1,0x1,0x1,0x1,0x1,0x0,0x0,0x0,0x1,0x1,0x1,0x10,0x10,0x11,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0
1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x10,0x10,0x10,0x10,0x20,0x20,0x10,0x10,0x10,0x11,0x11,0x11,0x11,0x10,0x1,0x1,0x11,0x11,0x12,0x12,0x12,0x1,0x1,0x10,0x10,0x10,0x10,0x0,0x1,0x1,0x1,0x1,0x1,0x0,0x0,0x0,0x1,0x1,0x1,0x10,0x10,0x11,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0
1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x10,0x10,0x10,0x10,0x20,0x20,0x10,0x10,0x10,0x11,0x11,0x11,0x11,0x10,0x1,0x1,0x11,0x11,0x12,0x12,0x12,0x12,0x11,0x10,0x10,0x10,0x10,0x0,0x1,0x1,0x1,0x1,0x1,0x0,0x0,0x0,0x1,0x1,0x1,0x10,0x10,0x11,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0
1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x10,0x10,0x10,0x10,0x20,0x20,0x10,0x10,0x10,0x11,0x11,0x11,0x11,0x10,0x1,0x1,0x11,0x11,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x10,0x10,0x0,0x1,0x1,0x1,0x1,0x1,0x0,0x0,0x0,0x1,0x1,0x1,0x10,0x10,0x11,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0
1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x10,0x10,0x10,0x10,0x20,0x20,0x10,0x10,0x10,0x11,0x11,0x11,0x11,0x10,0x1,0x1,0x11,0x11,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x10,0x10,0x10,0x10,0x1,0x1,0x1,0x1,0x0,0x0,0x0,0x1,0x1,0x1,0x10,0x10,0x11,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0
1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x10,0x10,0x10,0x10,0x20,0x20,0x10,0x10,0x10,0x11,0x11,0x11,0x11,0x10,0x1,0x1,0x11,0x11,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x10,0x10,0x10,0x10,0x10,0x10,0x1,0x1,0x0,0x0,0x0,0x1,0x1,0x1,0x10,0x10,0x11,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0
1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x10,0x10,0x10,0x10,0x20,0x20,0x10,0x10,0x10,0x11,0x11,0x11,0x11,0x10,0x1,0x1,0x11,0x11,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x10,0x10,0x10,0x10,0x10,0x10,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x1,0x10,0x10,0x11,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0
1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x10,0x10,0x10,0x10,0x20,0x20,0x10,0x10,0x10,0x11,0x11,0x11,0x11,0x10,0x1,0x1,0x11,0x11,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x10,0x10,0x10,0x10,0x10,0x10,0x0,0x0,0x0,0x0,0x1,0x1,0x1,0x1,0x10,0x10,0x11,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0
1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x10,0x10,0x10,0x10,0x20,0x20,0x10,0x10,0x10,0x11,0x11,0x11,0x11,0x10,0x1,0x1,0x11,0x11,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x10,0x10,0x10,0x10,0x10,0x10,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x10,0x10,0x11,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0
1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x10,0x10,0x10,0x10,0x20,0x20,0x10,0x10,0x10,0x11,0x11,0x11,0x11,0x10,0x1,0x1,0x11,0x11,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x10,0x10,0x10,0x10,0x10,0x10,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0
1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x10,0x10,0x10,0x10,0x20,0x20,0x10,0x10,0x10,0x11,0x11,0x11,0x11,0x10,0x1,0x1,0x11,0x11,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x10,0x10,0x10,0x10,0x10,0x10,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0
1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x10,0x10,0x10,0x10,0x20,0x20,0x10,0x10,0x10,0x11,0x11,0x11,0x11,0x10,0x1,0x1,0x11,0x11,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x10,0x10,0x10,0x10,0x10,0x10,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0
1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x10,0x10,0x10,0x10,0x20,0x20,0x10,0x10,0x10,0x11,0x11,0x11,0x11,0x10,0x1,0x1,0x11,0x11,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x10,0x10,0x10,0x10,0x10,0x10,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x1,0x1,0x11,0x10,0x10,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0
1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x10,0x10,0x10,0x10,0x20,0x20,0x10,0x10,0x10,0x11,0x11,0x11,0x11,0x10,0x1,0x1,0x11,0x11,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x10,0x10,0x10,0x10,0x10,0x10,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x1,0x1,0x11,0x10,0x10,0x10,0x10,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0
1,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x10,0x10,0x10,0x10,0x20,0x20,0x10,0x10,0x10,0x11,0x11,0x11,0x11,0x10,0x1,0x1,0x11,0x11,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x10,0x10,0x10,0x10,0x10,0x10,0x0,0x0,0x0,0x0,0x1,0x1,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x1,0x1,0x1,0x11,0x10,0x10,0x10,0x10,0x10,0x10,0x10,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x10,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x11,0x11,0x10,0x1,0x1,0x1,0x0,0x0,0x0,0x0,0x0
