0,0x30,0x20,0x21,0x11,0x11,0x21,0x21,0x21,0x21,0x21,0x11,0x12,0x2,0x2,0x2,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x21,0x21,0x21,0x21,0x21,0x21,0x21,0x21,0x31,0x31,0x31,0x21,0x21,0x11,0x11,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x22,0x21,0x21,0x31,0x31,0x31,0x31,0x21,0x21,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x12,0x12,0x13,0x13,0x13,0x13,0x13,0x22,0x22,0x21,0x11,0x11,0x11,0x11,0x12,0x32,0x32,0x32,0x32,0x21,0x21,0x20,0x10,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x21,0x21,0x30,0x30,0x30,0x30
0,0x30,0x20,0x10,0x10,0x10,0x21,0x21,0x21,0x21,0x21,0x11,0x12,0x2,0x2,0x2,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x21,0x21,0x21,0x21,0x21,0x21,0x21,0x21,0x31,0x31,0x31,0x21,0x21,0x11,0x11,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x22,0x21,0x21,0x31,0x31,0x31,0x31,0x21,0x21,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x12,0x12,0x13,0x13,0x13,0x13,0x13,0x22,0x22,0x21,0x11,0x11,0x11,0x11,0x12,0x32,0x32,0x32,0x32,0x21,0x21,0x20,0x10,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x21,0x21,0x30,0x30,0x30,0x30
0,0x30,0x20,0x10,0x10,0x10,0x10,0x10,0x21,0x21,0x21,0x11,0x12,0x2,0x2,0x2,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x21,0x21,0x21,0x21,0x21,0x21,0x21,0x21,0x31,0x31,0x31,0x21,0x21,0x11,0x11,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x22,0x21,0x21,0x31,0x31,0x31,0x31,0x21,0x21,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x12,0x12,0x13,0x13,0x13,0x13,0x13,0x22,0x22,0x21,0x11,0x11,0x11,0x11,0x12,0x32,0x32,0x32,0x32,0x21,0x21,0x20,0x10,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x21,0x21,0x30,0x30,0x30,0x30
0,0x30,0x20,0x10,0x10,0x10,0x10,0x10,0x0,0x0,0x1,0x11,0x12,0x2,0x2,0x2,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x21,0x21,0x21,0x21,0x21,0x21,0x21,0x21,0x31,0x31,0x31,0x21,0x21,0x11,0x11,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x22,0x21,0x21,0x31,0x31,0x31,0x31,0x21,0x21,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x12,0x12,0x13,0x13,0x13,0x13,0x13,0x22,0x22,0x21,0x11,0x11,0x11,0x11,0x12,0x32,0x32,0x32,0x32,0x21,0x21,0x20,0x10,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x21,0x21,0x30,0x30,0x30,0x30
0,0x30,0x20,0x10,0x10,0x10,0x10,0x10,0x0,0x0,0x1,0x1,0x1,0x1,0x2,0x2,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x21,0x21,0x21,0x21,0x21,0x21,0x21,0x21,0x31,0x31,0x31,0x21,0x21,0x11,0x11,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x22,0x21,0x21,0x31,0x31,0x31,0x31,0x21,0x21,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x12,0x12,0x13,0x13,0x13,0x13,0x13,0x22,0x22,0x21,0x11,0x11,0x11,0x11,0x12,0x32,0x32,0x32,0x32,0x21,0x21,0x20,0x10,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x21,0x21,0x30,0x30,0x30,0x30
0,0x30,0x20,0x10,0x10,0x10,0x10,0x10,0x0,0x0,0x1,0x1,0x1,0x1,0x0,0x0,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x21,0x21,0x21,0x21,0x21,0x21,0x21,0x21,0x31,0x31,0x31,0x21,0x21,0x11,0x11,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x22,0x21,0x21,0x31,0x31,0x31,0x31,0x21,0x21,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x12,0x12,0x13,0x13,0x13,0x13,0x13,0x22,0x22,0x21,0x11,0x11,0x11,0x11,0x12,0x32,0x32,0x32,0x32,0x21,0x21,0x20,0x10,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x21,0x21,0x30,0x30,0x30,0x30
0,0x30,0x20,0x10,0x10,0x10,0x10,0x10,0x0,0x0,0x1,0x1,0x1,0x1,0x0,0x0,0x1,0x1,0x1,0x1,0x1,0x1,0x1,0x21,0x21,0x21,0x21,0x21,0x21,0x21,0x21,0x31,0x31,0x31,0x21,0x21,0x11,0x11,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x22,0x21,0x21,0x31,0x31,0x31,0x31,0x21,0x21,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x12,0x12,0x13,0x13,0x13,0x13,0x13,0x22,0x22,0x21,0x11,0x11,0x11,0x11,0x12,0x32,0x32,0x32,0x32,0x21,0x21,0x20,0x10,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x21,0x21,0x30,0x30,0x30,0x30
0,0x30,0x20,0x10,0x10,0x10,0x10,0x10,0x0,0x0,0x1,0x1,0x1,0x1,0x0,0x0,0x1,0x1,0x1,0x1,0x1,0x11,0x11,0x21,0x21,0x21,0x21,0x21,0x21,0x21,0x21,0x31,0x31,0x31,0x21,0x21,0x11,0x11,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x22,0x21,0x21,0x31,0x31,0x31,0x31,0x21,0x21,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x12,0x12,0x13,0x13,0x13,0x13,0x13,0x22,0x22,0x21,0x11,0x11,0x11,0x11,0x12,0x32,0x32,0x32,0x32,0x21,0x21,0x20,0x10,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x21,0x21,0x30,0x30,0x30,0x30
0,0x30,0x20,0x10,0x10,0x10,0x10,0x10,0x0,0x0,0x1,0x1,0x1,0x1,0x0,0x0,0x1,0x1,0x1,0x1,0x1,0x11,0x11,0x11,0x11,0x21,0x21,0x21,0x21,0x21,0x21,0x31,0x31,0x31,0x21,0x21,0x11,0x11,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x22,0x21,0x21,0x31,0x31,0x31,0x31,0x21,0x21,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x12,0x12,0x13,0x13,0x13,0x13,0x13,0x22,0x22,0x21,0x11,0x11,0x11,0x11,0x12,0x32,0x32,0x32,0x32,0x21,0x21,0x20,0x10,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x21,0x21,0x30,0x30,0x30,0x30
0,0x30,0x20,0x10,0x10,0x10,0x10,0x10,0x0,0x0,0x1,0x1,0x1,0x1,0x0,0x0,0x1,0x1,0x1,0x1,0x1,0x11,0x11,0x11,0x11,0x11,0x11,0x1,0x21,0x21,0x21,0x31,0x31,0x31,0x21,0x21,0x11,0x11,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x22,0x21,0x21,0x31,0x31,0x31,0x31,0x21,0x21,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x12,0x12,0x13,0x13,0x13,0x13,0x13,0x22,0x22,0x21,0x11,0x11,0x11,0x11,0x12,0x32,0x32,0x32,0x32,0x21,0x21,0x20,0x10,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x21,0x21,0x30,0x30,0x30,0x30
0,0x30,0x20,0x10,0x10,0x10,0x10,0x10,0x0,0x0,0x1,0x1,0x1,0x1,0x0,0x0,0x1,0x1,0x1,0x1,0x1,0x11,0x11,0x11,0x11,0x11,0x11,0x1,0x1,0x1,0x1,0x31,0x31,0x31,0x21,0x21,0x11,0x11,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x22,0x21,0x21,0x31,0x31,0x31,0x31,0x21,0x21,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x12,0x12,0x13,0x13,0x13,0x13,0x13,0x22,0x22,0x21,0x11,0x11,0x11,0x11,0x12,0x32,0x32,0x32,0x32,0x21,0x21,0x20,0x10,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x21,0x21,0x30,0x30,0x30,0x30
0,0x30,0x20,0x10,0x10,0x10,0x10,0x10,0x0,0x0,0x1,0x1,0x1,0x1,0x0,0x0,0x1,0x1,0x1,0x1,0x1,0x11,0x11,0x11,0x11,0x11,0x11,0x1,0x1,0x1,0x1,0x1,0x10,0x10,0x21,0x21,0x11,0x11,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x22,0x21,0x21,0x31,0x31,0x31,0x31,0x21,0x21,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x12,0x12,0x13,0x13,0x13,0x13,0x13,0x22,0x22,0x21,0x11,0x11,0x11,0x11,0x12,0x32,0x32,0x32,0x32,0x21,0x21,0x20,0x10,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x21,0x21,0x30,0x30,0x30,0x30
0,0x30,0x20,0x10,0x10,0x10,0x10,0x10,0x0,0x0,0x1,0x1,0x1,0x1,0x0,0x0,0x1,0x1,0x1,0x1,0x1,0x11,0x11,0x11,0x11,0x11,0x11,0x1,0x1,0x1,0x1,0x1,0x10,0x10,0x10,0x10,0x11,0x11,0x12,0x12,0x12,0x12,0x12,0x12,0x12,0x22,0x21,0x21,0x31,0x31,0x31,0x31,0x21,0x21,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x12,0x12,0x13,0x13,0x13,0x13,0x13,0x22,0x22,0x21,0x11,0x11,0x11,0x11,0x12,0x32,0x32,0x32,0x32,0x21,0x21,0x20,0x10,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x21,0x21,0x30,0x30,0x30,0x30
0,0x30,0x20,0x10,0x10,0x10,0x10,0x10,0x0,0x0,0x1,0x1,0x1,0x1,0x0,0x0,0x1,0x1,0x1,0x1,0x1,0x11,0x11,0x11,0x11,0x11,0x11,0x1,0x1,0x1,0x1,0x1,0x10,0x10,0x10,0x10,0x20,0x20,0x30,0x12,0x12,0x12,0x12,0x12,0x12,0x22,0x21,0x21,0x31,0x31,0x31,0x31,0x21,0x21,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x12,0x12,0x13,0x13,0x13,0x13,0x13,0x22,0x22,0x21,0x11,0x11,0x11,0x11,0x12,0x32,0x32,0x32,0x32,0x21,0x21,0x20,0x10,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x21,0x21,0x30,0x30,0x30,0x30
0,0x30,0x20,0x10,0x10,0x10,0x10,0x10,0x0,0x0,0x1,0x1,0x1,0x1,0x0,0x0,0x1,0x1,0x1,0x1,0x1,0x11,0x11,0x11,0x11,0x11,0x11,0x1,0x1,0x1,0x1,0x1,0x10,0x10,0x10,0x10,0x20,0x20,0x30,0x30,0x30,0x30,0x12,0x12,0x12,0x22,0x21,0x21,0x31,0x31,0x31,0x31,0x21,0x21,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x12,0x12,0x13,0x13,0x13,0x13,0x13,0x22,0x22,0x21,0x11,0x11,0x11,0x11,0x12,0x32,0x32,0x32,0x32,0x21,0x21,0x20,0x10,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x21,0x21,0x30,0x30,0x30,0x30
0,0x30,0x20,0x10,0x10,0x10,0x10,0x10,0x0,0x0,0x1,0x1,0x1,0x1,0x0,0x0,0x1,0x1,0x1,0x1,0x1,0x11,0x11,0x11,0x11,0x11,0x11,0x1,0x1,0x1,0x1,0x1,0x10,0x10,0x10,0x10,0x20,0x20,0x30,0x30,0x30,0x30,0x30,0x20,0x12,0x22,0x21,0x21,0x31,0x31,0x31,0x31,0x21,0x21,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x12,0x12,0x13,0x13,0x13,0x13,0x13,0x22,0x22,0x21,0x11,0x11,0x11,0x11,0x12,0x32,0x32,0x32,0x32,0x21,0x21,0x20,0x10,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x21,0x21,0x30,0x30,0x30,0x30
0,0x30,0x20,0x10,0x10,0x10,0x10,0x10,0x0,0x0,0x1,0x1,0x1,0x1,0x0,0x0,0x1,0x1,0x1,0x1,0x1,0x11,0x11,0x11,0x11,0x11,0x11,0x1,0x1,0x1,0x1,0x1,0x10,0x10,0x10,0x10,0x20,0x20,0x30,0x30,0x30,0x30,0x30,0x20,0x20,0x20,0x20,0x21,0x31,0x31,0x31,0x31,0x21,0x21,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x12,0x12,0x13,0x13,0x13,0x13,0x13,0x22,0x22,0x21,0x11,0x11,0x11,0x11,0x12,0x32,0x32,0x32,0x32,0x21,0x21,0x20,0x10,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x21,0x21,0x30,0x30,0x30,0x30
0,0x30,0x20,0x10,0x10,0x10,0x10,0x10,0x0,0x0,0x1,0x1,0x1,0x1,0x0,0x0,0x1,0x1,0x1,0x1,0x1,0x11,0x11,0x11,0x11,0x11,0x11,0x1,0x1,0x1,0x1,0x1,0x10,0x10,0x10,0x10,0x20,0x20,0x30,0x30,0x30,0x30,0x30,0x20,0x20,0x20,0x20,0x20,0x21,0x11,0x31,0x31,0x21,0x21,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x12,0x12,0x13,0x13,0x13,0x13,0x13,0x22,0x22,0x21,0x11,0x11,0x11,0x11,0x12,0x32,0x32,0x32,0x32,0x21,0x21,0x20,0x10,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x21,0x21,0x30,0x30,0x30,0x30
0,0x30,0x20,0x10,0x10,0x10,0x10,0x10,0x0,0x0,0x1,0x1,0x1,0x1,0x0,0x0,0x1,0x1,0x1,0x1,0x1,0x11,0x11,0x11,0x11,0x11,0x11,0x1,0x1,0x1,0x1,0x1,0x10,0x10,0x10,0x10,0x20,0x20,0x30,0x30,0x30,0x30,0x30,0x20,0x20,0x20,0x20,0x20,0x21,0x11,0x11,0x21,0x20,0x21,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x12,0x12,0x13,0x13,0x13,0x13,0x13,0x22,0x22,0x21,0x11,0x11,0x11,0x11,0x12,0x32,0x32,0x32,0x32,0x21,0x21,0x20,0x10,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x21,0x21,0x30,0x30,0x30,0x30
0,0x30,0x20,0x10,0x10,0x10,0x10,0x10,0x0,0x0,0x1,0x1,0x1,0x1,0x0,0x0,0x1,0x1,0x1,0x1,0x1,0x11,0x11,0x11,0x11,0x11,0x11,0x1,0x1,0x1,0x1,0x1,0x10,0x10,0x10,0x10,0x20,0x20,0x30,0x30,0x30,0x30,0x30,0x20,0x20,0x20,0x20,0x20,0x21,0x11,0x11,0x21,0x20,0x20,0x20,0x11,0x11,0x11,0x11,0x11,0x11,0x11,0x12,0x12,0x13,0x13,0x13,0x13,0x13,0x22,0x22,0x21,0x11,0x11,0x11,0x11,0x12,0x32,0x32,0x32,0x32,0x21,0x21,0x20,0x10,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x21,0x21,0x30,0x30,0x30,0x30
0,0x30,0x20,0x10,0x10,0x10,0x10,0x10,0x0,0x0,0x1,0x1,0x1,0x1,0x0,0x0,0x1,0x1,0x1,0x1,0x1,0x11,0x11,0x11,0x11,0x11,0x11,0x1,0x1,0x1,0x1,0x1,0x10,0x10,0x10,0x10,0x20,0x20,0x30,0x30,0x30,0x30,0x30,0x20,0x20,0x20,0x20,0x20,0x21,0x11,0x11,0x21,0x20,0x20,0x20,0x10,0x10,0x11,0x11,0x11,0x11,0x11,0x12,0x12,0x13,0x13,0x13,0x13,0x13,0x22,0x22,0x21,0x11,0x11,0x11,0x11,0x12,0x32,0x32,0x32,0x32,0x21,0x21,0x20,0x10,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x21,0x21,0x30,0x30,0x30,0x30
0,0x30,0x20,0x10,0x10,0x10,0x10,0x10,0x0,0x0,0x1,0x1,0x1,0x1,0x0,0x0,0x1,0x1,0x1,0x1,0x1,0x11,0x11,0x11,0x11,0x11,0x11,0x1,0x1,0x1,0x1,0x1,0x10,0x10,0x10,0x10,0x20,0x20,0x30,0x30,0x30,0x30,0x30,0x20,0x20,0x20,0x20,0x20,0x21,0x11,0x11,0x21,0x20,0x20,0x20,0x10,0x10,0x11,0x1,0x2,0x12,0x11,0x12,0x12,0x13,0x13,0x13,0x13,0x13,0x22,0x22,0x21,0x11,0x11,0x11,0x11,0x12,0x32,0x32,0x32,0x32,0x21,0x21,0x20,0x10,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x21,0x21,0x30,0x30,0x30,0x30
0,0x30,0x20,0x10,0x10,0x10,0x10,0x10,0x0,0x0,0x1,0x1,0x1,0x1,0x0,0x0,0x1,0x1,0x1,0x1,0x1,0x11,0x11,0x11,0x11,0x11,0x11,0x1,0x1,0x1,0x1,0x1,0x10,0x10,0x10,0x10,0x20,0x20,0x30,0x30,0x30,0x30,0x30,0x20,0x20,0x20,0x20,0x20,0x21,0x11,0x11,0x21,0x20,0x20,0x20,0x10,0x10,0x11,0x1,0x2,0x12,0x12,0x11,0x12,0x13,0x13,0x13,0x13,0x13,0x22,0x22,0x21,0x11,0x11,0x11,0x11,0x12,0x32,0x32,0x32,0x32,0x21,0x21,0x20,0x10,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x21,0x21,0x30,0x30,0x30,0x30
0,0x30,0x20,0x10,0x10,0x10,0x10,0x10,0x0,0x0,0x1,0x1,0x1,0x1,0x0,0x0,0x1,0x1,0x1,0x1,0x1,0x11,0x11,0x11,0x11,0x11,0x11,0x1,0x1,0x1,0x1,0x1,0x10,0x10,0x10,0x10,0x20,0x20,0x30,0x30,0x30,0x30,0x30,0x20,0x20,0x20,0x20,0x20,0x21,0x11,0x11,0x21,0x20,0x20,0x20,0x10,0x10,0x11,0x1,0x2,0x12,0x12,0x11,0x11,0x10,0x10,0x13,0x13,0x13,0x22,0x22,0x21,0x11,0x11,0x11,0x11,0x12,0x32,0x32,0x32,0x32,0x21,0x21,0x20,0x10,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x1,0x21,0x21,0x30,0x30,0x30,0x30
